name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	-5tolessthan5	5tolessthan15	15tolessthan25	25tolessthan35	35tolessthan45	45tolessthan55	55tolessthan65	65tolessthan75	75tolessthan85	85tolessthan95	95tolessthan105	105tolessthan115	completeIS_0.95	5110176	5111498	1323	<unknown id>	ISNpu6_orf1 	IS701	-	2206.0	0.0	(-3, 0)	0.998	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	0	1	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:441	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:2	sbjct_end:442	expected:0.0	score:2206.0	query_length:1325	query_start:1	identities:407	align_length:441	positives:422	query_end:1323	frame:(-3, 0)	bits:854.358	mod_query_start:5110175	mod_query_end:5111497	perc_of_orf:0.998	
completeIS_0.95	775227	776549	1323	<unknown id>	ISNpu6_orf1 	IS701	-	1928.0	0.0	(1, 0)	0.998	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	0	2	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:441	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:1	sbjct_end:441	expected:0.0	score:1928.0	query_length:1325	query_start:1	identities:374	align_length:441	positives:398	query_end:1323	frame:(1, 0)	bits:747.273	mod_query_start:775226	mod_query_end:776548	perc_of_orf:0.998	
wholeIS_0.8	60595	61845	1251	<unknown id>	ISNpu6_orf1 	IS701	-	1911.0	0.0	(1, 0)	0.943	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	1	2	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:417	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:25	sbjct_end:441	expected:0.0	score:1911.0	query_length:1253	query_start:1	identities:361	align_length:417	positives:379	query_end:1251	frame:(1, 0)	bits:740.725	mod_query_start:60594	mod_query_end:61844	perc_of_orf:0.943	
completeIS_0.95	3194653	3195969	1317	<unknown id>	ISNpu6_orf1 	IS701	-	1878.0	0.0	(-3, 0)	0.993	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	1	3	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:439	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:2	sbjct_end:440	expected:0.0	score:1878.0	query_length:1319	query_start:1	identities:368	align_length:439	positives:393	query_end:1317	frame:(-3, 0)	bits:728.013	mod_query_start:3194652	mod_query_end:3195968	perc_of_orf:0.993	
wholeIS_0.8	662082	663284	1203	<unknown id>	ISNpu6_orf1 	IS701	-	1856.0	0.0	(-3, 0)	0.905	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	2	3	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:400	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:43	sbjct_end:442	expected:0.0	score:1856.0	query_length:1298	query_start:1	identities:350	align_length:401	positives:367	query_end:1203	frame:(-3, 0)	bits:719.539	mod_query_start:662081	mod_query_end:663283	perc_of_orf:0.905	
completeIS_0.95	360338	361957	1620	<unknown id>	ISAva4_orf1 	IS1634	-	1823.0	0.0	(1, 0)	0.996	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	2	4	0	is_name:ISAva4_orf1 	original_orf:541	original_aa_length:539	family:IS1634	group:-	origin:Anabaena variabilis	ntlength:1691.0	orflength:541	numorfs:1.0	sbjct_start:1	sbjct_end:539	expected:0.0	score:1823.0	query_length:1622	query_start:1	identities:368	align_length:543	positives:434	query_end:1620	frame:(1, 0)	bits:706.827	mod_query_start:360337	mod_query_end:361956	perc_of_orf:0.996	
completeIS_0.95	252640	253962	1323	<unknown id>	ISNpu6_orf1 	IS701	-	1800.0	0.0	(-3, 0)	0.998	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	2	5	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:441	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:2	sbjct_end:442	expected:0.0	score:1800.0	query_length:1325	query_start:1	identities:349	align_length:442	positives:379	query_end:1323	frame:(-3, 0)	bits:697.967	mod_query_start:252639	mod_query_end:253961	perc_of_orf:0.998	
completeIS_0.95	1272759	1274369	1611	<unknown id>	ISAva4_orf1 	IS1634	-	1797.0	0.0	(-3, 0)	0.993	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	2	6	0	is_name:ISAva4_orf1 	original_orf:541	original_aa_length:537	family:IS1634	group:-	origin:Anabaena variabilis	ntlength:1691.0	orflength:541	numorfs:1.0	sbjct_start:4	sbjct_end:540	expected:0.0	score:1797.0	query_length:1619	query_start:1	identities:358	align_length:539	positives:425	query_end:1611	frame:(-3, 0)	bits:696.812	mod_query_start:1272758	mod_query_end:1274368	perc_of_orf:0.993	
wholeIS_0.8	1926482	1927612	1131	<unknown id>	ISNpu6_orf1 	IS701	-	1784.0	0.0	(1, 0)	0.853	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	3	6	0	is_name:ISNpu6_orf1 	original_orf:442	original_aa_length:377	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1457.0	orflength:442	numorfs:1.0	sbjct_start:1	sbjct_end:377	expected:0.0	score:1784.0	query_length:1133	query_start:1	identities:334	align_length:377	positives:351	query_end:1131	frame:(1, 0)	bits:691.804	mod_query_start:1926481	mod_query_end:1927611	perc_of_orf:0.853	
completeIS_0.95	2385023	2386633	1611	<unknown id>	ISAva4_orf1 	IS1634	-	1759.0	0.0	(-3, 0)	0.993	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	3	7	0	is_name:ISAva4_orf1 	original_orf:541	original_aa_length:537	family:IS1634	group:-	origin:Anabaena variabilis	ntlength:1691.0	orflength:541	numorfs:1.0	sbjct_start:4	sbjct_end:540	expected:0.0	score:1759.0	query_length:1619	query_start:1	identities:353	align_length:539	positives:420	query_end:1611	frame:(-3, 0)	bits:682.174	mod_query_start:2385022	mod_query_end:2386632	perc_of_orf:0.993	
completeIS_0.95	346670	347983	1314	<unknown id>	ISAva1_orf1 	IS4	ISH8	1719.0	0.0	(-3, 0)	0.998	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	3	8	0	is_name:ISAva1_orf1 	original_orf:439	original_aa_length:438	family:IS4	group:ISH8	origin:Anabaena variabilis	ntlength:1617.0	orflength:439	numorfs:1.0	sbjct_start:1	sbjct_end:438	expected:0.0	score:1719.0	query_length:1358	query_start:1	identities:331	align_length:438	positives:373	query_end:1314	frame:(-3, 0)	bits:666.766	mod_query_start:346669	mod_query_end:347982	perc_of_orf:0.998	
